5.00000,0.00000
5.02000,0.00000
5.04000,0.00000
5.06000,0.00000
5.08000,0.00000
5.10000,0.00000
5.12000,0.00000
5.14000,0.00000
5.16000,0.00000
5.18000,0.00000
5.20000,0.00000
5.22000,0.00000
5.24000,0.00000
5.26000,0.00000
5.28000,0.00000
5.30000,0.00000
5.32000,0.00000
5.34000,0.00000
5.36000,0.00000
5.38000,0.00000
5.40000,0.00000
5.42000,0.00000
5.44000,0.00000
5.46000,0.00000
5.48000,0.00000
5.50000,0.00000
5.52000,0.00000
5.54000,0.00000
5.56000,0.00000
5.58000,0.00000
5.60000,0.00000
5.62000,0.00000
5.64000,0.00000
5.66000,0.00000
5.68000,0.00000
5.70000,0.00000
5.72000,0.00000
5.74000,0.00000
5.76000,0.00000
5.78000,0.00000
5.80000,0.00000
5.82000,0.00000
5.84000,0.00000
5.86000,0.00000
5.88000,0.00000
5.90000,0.00000
5.92000,0.00000
5.94000,0.00000
5.96000,0.00000
5.98000,0.00000
6.00000,0.00000
6.02000,0.00000
6.04000,0.00000
6.06000,0.00000
6.08000,0.00000
6.10000,0.00000
6.12000,0.00000
6.14000,0.00000
6.16000,0.00000
6.18000,0.00000
6.20000,0.00000
6.22000,0.00000
6.24000,0.00000
6.26000,0.00000
6.28000,0.00000
6.30000,0.00000
6.32000,0.00000
6.34000,0.00000
6.36000,0.00000
6.38000,0.00000
6.40000,0.00000
6.42000,0.00000
6.44000,0.00000
6.46000,0.00000
6.48000,0.00000
6.50000,0.00000
6.52000,0.00000
6.54000,0.00000
6.56000,0.00000
6.58000,0.00000
6.60000,0.00000
6.62000,0.00000
6.64000,0.00000
6.66000,0.00000
6.68000,0.00000
6.70000,0.00000
6.72000,0.00000
6.74000,0.00000
6.76000,0.00000
6.78000,0.00000
6.80000,0.00000
6.82000,0.00000
6.84000,0.00000
6.86000,0.00000
6.88000,0.00000
6.90000,0.00000
6.92000,0.00000
6.94000,0.00000
6.96000,0.00000
6.98000,0.00000
7.00000,0.00000
7.02000,0.00000
7.04000,0.00000
7.06000,0.00000
7.08000,0.00000
7.10000,0.00000
7.12000,0.00000
7.14000,0.00000
7.16000,0.00000
7.18000,0.00000
7.20000,0.00000
7.22000,0.00000
7.24000,0.00000
7.26000,0.00000
7.28000,0.00000
7.30000,0.00000
7.32000,0.00000
7.34000,0.00000
7.36000,0.00000
7.38000,0.00000
7.40000,0.00000
7.42000,0.00000
7.44000,0.00000
7.46000,0.00000
7.48000,0.00000
7.50000,0.00000
7.52000,0.00000
7.54000,0.00000
7.56000,0.00000
7.58000,0.00000
7.60000,0.00000
7.62000,0.00000
7.64000,0.00000
7.66000,0.00000
7.68000,0.00000
7.70000,0.00000
7.72000,0.00000
7.74000,0.00000
7.76000,0.00000
7.78000,0.00000
7.80000,0.00000
7.82000,0.00000
